author,n_seed_dois_cited,n_citing_works,seed_dois
Piotr Dworczak,1,1,10.1257/pandp.20201017
Piotr Lewandowski,1,1,10.1093/ej/uead102
Ponlachart Chotikarn,1,1,10.3386/w32450
Pradeep K. Chintagunta,1,1,10.3386/w28726
Pradip Poudel,1,1,10.1016/j.ijdrr.2022.102798
Prakashan Chellattan Veettil,1,1,10.1257/aeri.20230431
Prasad Naik Hamsavath,1,1,10.3386/w23928
Prasenjit Makur,1,1,10.3386/w23928
Prashant Bharadwaj,1,1,10.3386/w28106
Prashant Sharma,1,1,10.3386/w30011
Pratik Khanal,1,1,10.1257/aeri.20210612
Priscila B. Cano,1,1,10.3386/w26752
Prosun Bhattacharya,1,1,10.3386/w30835
Provash Kumer Sarker,1,1,10.3386/w23928
Péter Szécsi,1,1,10.2139/ssrn.4154000
Qian Liu,1,1,10.3386/w31137
Qianqian Guo,1,1,10.3386/w23928
Qiaoqiao Zhu,1,1,10.1257/aer.20221215
Qiaozhu Mei,1,1,10.3386/w23928
Qingfu Liu,1,1,10.3386/w31137
Qingjiang Han,1,1,10.3386/w23928
Qingyang Wu,1,1,10.3386/w23928
Qinlei Jing,1,1,10.1257/aer.20221215
Qiong Wu,1,1,10.1257/aer.20221215
Qiqi Gao,1,1,10.48550/arxiv.2305.07153
Qiqiao Lang,1,1,10.3386/w31137
Qiucen Ma,1,1,10.1257/aer.20221215
Qunli Wang,1,1,10.3386/w23928
R Fior,1,1,10.3386/w28726
R Liu,1,1,10.1257/aer.20221215
R. A. Kane,1,1,10.3386/w32728
R. K. Amit,1,1,10.1257/pandp.20201017
R.A. Farrokhnia,1,1,10.2139/ssrn.4154000
RA Farrokhnia,1,1,10.2139/ssrn.4154000
RM Ammar Zahid,1,1,10.3386/w23928
Raad Z. Homod,1,1,10.3386/w30835
Rabah Arezki,1,1,10.3386/w32450
Rachel Glennerster,1,1,10.3386/w26775
Rachel Heath,1,1,10.3386/w23929
Rachel Peletz,1,1,10.3386/w30835
Rachel Silverman,1,1,10.1257/pandp.20201017
Rachid Saadane,1,1,10.3386/w23928
Radosław Stupak,1,1,10.3386/w28106
Radu Vranceanu,1,1,10.3386/w26752
Rafael Valdece Sousa Bastos,1,1,10.1016/j.cognition.2021.104941
Raian Ali,1,1,10.3386/w23928
Rakesh Singh,1,1,10.1257/aeri.20210612
Ralph Essem Nordjo,1,1,10.3386/w31208
Ram Eirik Glomseth,1,1,10.1016/j.ijdrr.2022.102798
Ramin Mojtabai,1,1,10.2139/ssrn.4154000
Randall Akee,1,1,10.3386/w28106
Rangan Gupta,1,1,10.3386/w31137
Ranjan Aneja,1,1,10.3386/w23928
Ranjan Chaudhuri,1,1,10.3386/w23928
Ranjiv Khush,1,1,10.3386/w30835
Raoul van Maarseveen,1,1,10.3386/w23929
Raphael Anammasiya Ayambire,1,1,10.3386/w32450
Raphaela Roeder,1,1,10.3386/w31137
Ravi Gurumurthy,1,1,10.1257/pandp.20201017
Ravindra Agrawal,1,1,10.3386/w30011
Raymond Kluender,1,1,10.2139/ssrn.4154000
Raúl Duarte,1,1,10.3386/w28726
Rebecca Brough,1,1,10.2139/ssrn.4154000
Rebecca Miller,1,1,10.3386/w28106
Rebekah J. Walker,1,1,10.2139/ssrn.4154000
Rei Goto,1,1,10.3386/w31162
Renato Crouzeilles,1,1,10.21203/rs.3.rs-3235955/v1
Rene Marlon Panti,1,1,10.3386/w31208
Reshma Kodumuru,1,1,10.3386/w23928
Ricardo Rodríguez,1,1,10.3386/w26752
Richard B. Freeman,1,1,10.3386/w26752
Richard Berner,1,1,10.3386/w31137
Richard Grieve,1,1,10.3386/w28726
Richard J. Sexton,1,1,10.3386/w30740
Richard Mihigo,1,1,10.1257/pandp.20201017
Richard Moulange,1,1,10.48550/arxiv.2305.07153
Richard Noske,1,1,10.1111/conl.13077
Richard Rogerson,1,1,10.3386/w23929
Richard S.J. Tol,1,1,10.3386/w32450
Richard von Maydell,1,1,10.3386/w23928
Rick van der Ploeg,1,1,10.3386/w32450
Rients Galema,1,1,10.3386/w31137
Rima-Maria Rahal,1,1,10.2139/ssrn.3938994
Rino Rappuoli,1,1,10.1257/pandp.20201017
Riya Wadhwa,1,1,10.3386/w23928
Rob Bailis,1,1,10.3386/w32450
Robayo Adriana,1,1,10.1257/pandp.20201017
Robb Willer,1,1,10.3386/w23928
Robert Elliott,1,1,10.1257/aer.20221215
Robert F. Engle,1,1,10.3386/w31137
Robert Koopman,1,1,10.1257/pandp.20201017
Robert M. Townsend,1,1,10.3386/w23929
Robert Metcalfe,1,1,10.3386/w32728
Robert Townsend,1,1,10.3386/w23929
Robert Wilson,1,1,10.1257/pandp.20201017
Roberto Cantoni,1,1,10.3386/w32450
Roberto Tinoco,1,1,10.48550/arxiv.2305.07153
Robin Nusslock,1,1,10.3386/w30011
Robin P. G. Tech,1,1,10.3386/w23928
Robin Schimmelpfennig,1,1,10.3386/w28726
Robizon Tsiklauri,1,1,10.1093/wbro/lkae010
Rodolphe Durand,1,1,10.1287/mnsc.2023.4846
Rodrigo Riera,1,1,10.3386/w26752
Rodrigo Sanchez Sienra,1,1,10.1257/aeri.20210612
Roee Levy,1,1,10.1257/aeri.20210612
Roham Rezaei,1,1,10.3386/w31899
Rohit Bansal,1,1,10.3386/w23928
Roland Seifert,1,1,10.3386/w26752
Romain Boulongne,1,1,10.1287/mnsc.2023.4846
Ronald B. Davies,1,1,10.3386/w23928
Rong Yu,1,1,10.1257/aer.20221215
Rongrong Li,1,1,10.3386/w23928
Roni Michaely,1,1,10.1257/aer.20221215
Roseline Oluwaseun Ogundokun,1,1,10.3386/w23928
Rosella Levaggi,1,1,10.3386/w31272
Roshan Sutar,1,1,10.3386/w28106
Ross Gruetzemacher,1,1,10.3386/w23928
Ru-Yu Xu,1,1,10.3386/w23928
Ruchir Shiromani,1,1,10.3386/w23928
Rui Chen,1,1,10.3386/w23928
Ruibing Ji,1,1,10.3386/w23928
Ruijia Yang,1,1,10.1257/aer.20221215
Run Zhu,1,1,10.1257/aer.20221215
Rusli Mahadi,1,1,10.3386/w28106
Russ Burnett,1,1,10.3386/w28726
Russell Smyth,1,1,10.1257/aer.20221215
Ryan Cory-Wright,1,1,10.3386/w26752
Ryan G. Johnson,1,1,10.3386/w23928
Ryan M. Hynes,1,1,10.3386/w23928
Ryunosuke Goto,1,1,10.3386/w28726
Rıza Demirer,1,1,10.3386/w31137
S. Baran,1,1,10.3386/w23928
S. Farooq,1,1,10.48550/arxiv.2305.07153
S. Nageeb Ali,1,1,10.3386/w31663
S. Sarkar,1,1,10.3386/w23928
S. V. Subramanian,1,1,10.3386/w28726
S.S. Khanna,1,1,10.1257/aeri.20230431
Saad Alghamdi,1,1,10.3386/w28726
Sabine Wiesmüller,1,1,10.3386/w23928
Sabriya L. Linton,1,1,10.2139/ssrn.4154000
Sadaf Sadat Rafati,1,1,10.1093/wbro/lkae010
Saeid Ashraf Vaghefi,1,1,10.3386/w31137
Sai Pramod Bathena,1,1,10.3386/w31208
Salauddin Tauseef,1,1,10.3386/w28106
Salman Arif,1,1,10.3386/w31137
Samantha Lily Kumar,1,1,10.2139/ssrn.4154000
Samia Chehbi Gamoura,1,1,10.3386/w23928
Samuel Adomako,1,1,10.3386/w26752
Samuel B. Schlesinger,1,1,10.3386/w32450
Samuel Fankhauser,1,1,10.3386/w31137
Samuel Fosso Wamba,1,1,10.3386/w23928
Samuel Jung,1,1,10.3386/w23928
Samuel Kembou Nzalé,1,1,10.2139/ssrn.4154000
Samuel Lormel,1,1,10.3386/w31554
Samuel Marshall,1,1,10.3386/w23929
Samuel Norris,1,1,10.3386/w32093
Samuel Salia,1,1,10.3386/w23928
Samuel Schoeb,1,1,10.3386/w28726
Samuel Schöb,1,1,10.3386/w28726
Sanchayan Banerjee,1,1,10.3386/w30740
Sandip Agarwal,1,1,10.3386/w28106
Sandip Sukhtankar,1,1,10.3386/w32093
Sandra Dow,1,1,10.3386/w32450
Sandra Lavorel,1,1,10.3386/w31554
Sandrine Péneau,1,1,10.3386/w30740
Sanem Ozen,1,1,10.3386/w28106
Sanja Blažević Burić,1,1,10.3386/w23928
Sanjay Misra,1,1,10.3386/w23928
Sanjeeb Dash,1,1,10.3386/w26752
Sanjida Khan,1,1,10.3386/w28106
Santanu Kundu,1,1,10.3386/w31137
Sanya Carley,1,1,10.3386/w26775
Sara Carter,1,1,10.3386/w23928
Sara Constantino,1,1,10.3386/w32450
Sarah E. Anderson,1,1,10.1257/aer.20221215
Sarah E. Bolton,1,1,10.1080/21606544.2022.2138980
Sarah Eichmeyer,1,1,10.1093/ej/uead102
Sarah Gillespie,1,1,10.3386/w28106
Sarah Gultom,1,1,10.1093/ej/uead102
Saravana Ravindran,1,1,10.3386/w23929
Sarim Zafar,1,1,10.3386/w28106
Sarosh Nagar,1,1,10.1257/pandp.20201017
Sasa Yang,1,1,10.3386/w23928
Satish Kumar,1,1,10.3386/w31137
Satoshi Hoshino,1,1,10.3386/w23929
Saurabh Singhal,1,1,10.3386/w28106
Saverio Olivito,1,1,10.3386/w31137
Scott Duke Kominers,1,1,10.3386/w26775
Scott Webster,1,1,10.1257/pandp.20201017
Sean Low,1,1,10.1257/pandp.20201017
Sebastian Bauhoff,1,1,10.3386/w28726
Sebastian Gerth,1,1,10.3386/w23928
Sebastian Linde,1,1,10.2139/ssrn.4154000
Sebastian Utz,1,1,10.3386/w31137
Sebastián Espinoza,1,1,10.3386/w32450
Sebastián Vollmer,1,1,10.3386/w28726
Sefi Roth,1,1,10.3386/w32728
Sen Chai,1,1,10.3386/w26752
Sendhil Mullainathan,1,1,10.3386/w23928
Seongmin Jeon,1,1,10.3386/w23928
Serena Cocciolo,1,1,10.3386/w30835
Serge-Lopez Wamba-Taguimdje,1,1,10.3386/w23928
Sergey Gavrilets,1,1,10.3386/w31663
Sergey Tishkov,1,1,10.3386/w32450
Seth Ariel Green,1,1,10.2139/ssrn.3938994
Sevgi Soylemezgil,1,1,10.3386/w31137
Shabnam Anne,1,1,10.3386/w28106
Shafaq Irshad,1,1,10.3386/w32450
Shahabaldin Rezania,1,1,10.3386/w30835
Shai Shalev‐Shwartz,1,1,10.48550/arxiv.2305.07153
Shailesh Sakalle,1,1,10.3386/w30011
Shalini Singh,1,1,10.3386/w23928
Shan Jin,1,1,10.3386/w23928
Shan-Heng Fu,1,1,10.3386/w32450
Shannen Wafflart,1,1,10.1111/conl.13077
Shaoqi Ma,1,1,10.3386/w23928
Sharad Tiwari,1,1,10.3386/w30011
Sharon Belenzon,1,1,10.3386/w31899
Sharon Goldfeld,1,1,10.3386/w28726
Sharon Locke,1,1,10.3386/w28106
Sharon Wolf,1,1,10.2139/ssrn.4154000
Shaul Shalvi,1,1,10.2139/ssrn.3938994
Sheer Lia,1,1,10.3386/w31899
Sheila A. McIlraith,1,1,10.48550/arxiv.2305.07153
Sheila O’Donohoe,1,1,10.3386/w31137
Shengling Zhang,1,1,10.3386/w23928
Shengming Hu,1,1,10.3386/w23928
Shibin David,1,1,10.3386/w23928
Shifneen Rasheed,1,1,10.3386/w32450
Shihan Feng,1,1,10.1257/aer.20221215
Shilan Feng,1,1,10.1257/aer.20221215
Shinya Uryu,1,1,10.1111/conl.13077
Shiwei Fan,1,1,10.1257/aer.20221215
Shruti Rajagopalan,1,1,10.1257/pandp.20201017
Shu Tian,1,1,10.1257/aer.20221215
Shuai Ling,1,1,10.3386/w28726
Shuaijun Guo,1,1,10.3386/w28726
Shuang Zhang,1,1,10.3386/w26752
Shuanglei Wu,1,1,10.3386/w26752
Shubhanker Yadav,1,1,10.3386/w23928
Shubo Zhang,1,1,10.1257/aer.20221215
Shulei Cheng,1,1,10.1257/aer.20221215
Shuzhong Ma,1,1,10.3386/w23928
Shwetlena Sabarwal,1,1,10.3386/w31208
Sicily Fiennes,1,1,10.1111/conl.13077
Sifan Zhou,1,1,10.3386/w26752
Sihong Li,1,1,10.3386/w23928
Sijia Tao,1,1,10.3386/w23928
Silvia Prina,1,1,10.3386/w28726
Silvio Vismara,1,1,10.3386/w23928
Simeon Campos,1,1,10.1016/j.ijdrr.2022.102798
Simiao Chen,1,1,10.3386/w26775
Simon Blouin,1,1,10.1016/j.ijdrr.2022.102798
Simon Bunel,1,1,10.3386/w23928
Simon Fritzsch,1,1,10.3386/w31137
Simon Quinn,1,1,10.3386/w28726
Simon Scheidegger,1,1,10.3386/w31137
Simona Abis,1,1,10.3386/w23928
Simona Cosma,1,1,10.3386/w31137
Simona Costagli,1,1,10.3386/w23928
Simona Gamba,1,1,10.3386/w31272
Simone Schaner,1,1,10.3386/w23929
Siyi Wang,1,1,10.3386/w23928
Snehil Gupta,1,1,10.3386/w28106
Sofía Amaral,1,1,10.3386/w28726
Sofía López‐Cubillos,1,1,10.21203/rs.3.rs-3235955/v1
Solomon Minyila,1,1,10.1093/wbro/lkae010
Somaia Abdulrazzak,1,1,10.3386/w31208
Song Xiaoming,1,1,10.3386/w23928
Songül Tolan,1,1,10.3386/w23928
Sonja Harken,1,1,10.1287/mnsc.2020.00596
Sonja Vogt,1,1,10.3386/w28726
Sophia Kazinnik,1,1,10.3386/w23928
Sophus zu Ermgassen,1,1,10.3386/w31137
Soufyane Ayanouz,1,1,10.3386/w23928
Spyridon Karageorgos,1,1,10.2139/ssrn.4154000
Sreeja Jaiswal,1,1,10.3386/w23929
Srinivasan Kasinathan,1,1,10.21203/rs.3.rs-3235955/v1
Staša Milojević,1,1,10.3386/w26752
Stefan Brunnhuber,1,1,10.3386/w23928
Stefan Gaillard,1,1,10.3386/w26752
Stefan Lewellen,1,1,10.1257/aer.20221215
Stefan Schaltegger,1,1,10.21203/rs.3.rs-3235955/v1
Stefan Schubert,1,1,10.1016/j.cognition.2021.104941
Stefanie Hoehl,1,1,10.3386/w30011
Stefano Cosma,1,1,10.3386/w31137
Stefano Giglio,1,1,10.3386/w31137
Steffen Farny,1,1,10.21203/rs.3.rs-3235955/v1
Stephan Küster,1,1,10.3386/w31137
Stephanie Wang,1,1,10.3386/w23928
Stephen Norman,1,1,10.1257/aer.20221215
Stephen O’Neill,1,1,10.3386/w28726
Stephen P. Luby,1,1,10.1093/wbro/lkae010
Stephen Roper,1,1,10.3386/w31899
Steven Bond‐Smith,1,1,10.3386/w23928
Steven Ongena,1,1,10.3386/w31137
Steven Tadelis,1,1,10.3386/w23928
Steven Wooding,1,1,10.3386/w31409
Stuart Feldman,1,1,10.3386/w31409
Stuart L. Pimm,1,1,10.1257/pandp.20201017
Stéphanie Khoury,1,1,10.3386/w28106
Su-Mei Gan,1,1,10.3386/w23928
Suad Altaei,1,1,10.3386/w23928
Sudarshan RSA,1,1,10.1257/aeri.20230431
Sue A. Kaplan,1,1,10.2139/ssrn.4154000
Sugandha Srivastav,1,1,10.3386/w32450
Sukrit Pal,1,1,10.1287/mnsc.2023.4846
Sumana Chaudhuri,1,1,10.3386/w23928
Sumi Mehta,1,1,10.3386/w32450
Sumit Agarwal,1,1,10.2139/ssrn.4154000
Sung Jun Jo,1,1,10.3386/w23928
Sung‐Eun Cho,1,1,10.3386/w23929
Supreet Kaur,1,1,10.3386/w23929
Suresh Dalpath,1,1,10.3386/w28726
Suresh Naidu,1,1,10.3386/w32728
Suryanto Suryanto,1,1,10.3386/w23928
Susan G. W. Laurance,1,1,10.21203/rs.3.rs-3235955/v1
Susan Martin,1,1,10.3386/w26775
Susana Cipriano Dias Raffaelli,1,1,10.3386/w26752
Susann Fiedler,1,1,10.2139/ssrn.3938994
Sutinee Sinutok,1,1,10.3386/w32450
Suzanne Oosterwijk,1,1,10.2139/ssrn.3938994
Suárez Carolina,1,1,10.1257/pandp.20201017
Sven Hartlieb,1,1,10.3386/w31137
Sven Wunder,1,1,10.3386/w31137
Svetlana V. Lobova,1,1,10.3386/w23928
Svitlana Bilan,1,1,10.3386/w23928
Sydney Costantini,1,1,10.3386/w30011
Syed Habib Ullah Shah,1,1,10.3386/w23928
Syedah Aroob Iqbal,1,1,10.3386/w31208
Sónia Sofia Lopes Pereira,1,1,10.3386/w23928
Sönke Ehret,1,1,10.3386/w28726
Sören Mindermann,1,1,10.48550/arxiv.2305.07153
T. R. Shankar Raman,1,1,10.21203/rs.3.rs-3235955/v1
T.J. Wong,1,1,10.1257/aer.20221215
Tabaré Capitán,1,1,10.3386/w30624
Tae‐Kyun Kim,1,1,10.3386/w23928
Taiga Kunishima,1,1,10.1111/conl.13077
Taisuke Imai,1,1,10.2139/ssrn.3938994
Talal Fawzi Alruwaili,1,1,10.3386/w23928
Talib E. Butt,1,1,10.1016/j.ijdrr.2022.102798
Tamar Jankhoteli,1,1,10.1093/wbro/lkae010
Tamkinat Rauf,1,1,10.2139/ssrn.4154000
Tamma Carleton,1,1,10.3386/w32728
Tania Barham,1,1,10.3386/w31162
Tania M. Lincoln,1,1,10.3386/w30011
Tanisha Mittal,1,1,10.3386/w23928
Tanveer Ahmed,1,1,10.3386/w23928
Tao Hong,1,1,10.3386/w23928
Tao Tao,1,1,10.1257/aer.20221215
Tao Ye,1,1,10.1257/aer.20221215
Taoyuan Wei,1,1,10.1257/aer.20221215
Tara N. Mather,1,1,10.1016/j.ijdrr.2022.102798
Tara van Viegen,1,1,10.3386/w26752
Tarek R. Besold,1,1,10.48550/arxiv.2305.07153
Tarun Sharma,1,1,10.3386/w30011
Tasneem H. Alshareef,1,1,10.3386/w30835
Taylor Corcoran,1,1,10.1257/pandp.20201017
Tegan Maharaj,1,1,10.48550/arxiv.2305.07153
Teng Ye,1,1,10.3386/w23928
Teng Zhong,1,1,10.1257/aer.20221215
Teo Sušnjak,1,1,10.48550/arxiv.2305.07153
Teresa Molina,1,1,10.3386/w31162
Thanh Thuy Le,1,1,10.3386/w31137
Themistoklis Tzimas,1,1,10.3386/w23928
Theodoros Zachariadis,1,1,10.2139/ssrn.4154000
Theodoros Ν. Sergentanis,1,1,10.3386/w31899
Theresa Kuchler,1,1,10.3386/w31137
Thomas Bossuroy,1,1,10.3386/w28106
Thomas Dirkmaat,1,1,10.2139/ssrn.3938994
Thomas Franke,1,1,10.3386/w30011
Thomas J. Bollyky,1,1,10.3386/w26775
Thomas Johnston,1,1,10.1257/pandp.20201017
Thomas Kubiak,1,1,10.3386/w30011
Thomas Lundhede,1,1,10.3386/w31137
Thomas Pfeiffer,1,1,10.3386/w23928
Thomas R. Berry‐Stölzle,1,1,10.3386/w31137
Thomas Sterner,1,1,10.3386/w32450
Thorben Sandmeier,1,1,10.3386/w32450
Thorsten Quandt,1,1,10.1093/ej/uead102
Tian Wu,1,1,10.1257/aer.20221215
Tianding Zhang,1,1,10.3386/w23928
Tianlei Pi,1,1,10.3386/w31137
Tianshu Li,1,1,10.1257/aer.20221215
Tianyu Wei,1,1,10.1257/aer.20221215
Tianyu Zhang,1,1,10.1257/aer.20221215
Tim Marczylo,1,1,10.1093/wbro/lkae010
Tim Sullivan,1,1,10.3386/w31208
Timothy Powell‐Jackson,1,1,10.3386/w28726
Timothy R. McIntosh,1,1,10.48550/arxiv.2305.07153
Tina Prodromou,1,1,10.3386/w31137
Ting-Ting Sun,1,1,10.3386/w23928
Tingting Sun,1,1,10.3386/w23928
Tingting Xie,1,1,10.1257/aer.20221215
Tobias Bergmann,1,1,10.3386/w23928
Tobias Huber,1,1,10.3386/w31137
Tobias Steindl,1,1,10.3386/w31137
Todd Pugatch,1,1,10.3386/w30835
Tom L. Osborn,1,1,10.3386/w28106
Tom Mahin,1,1,10.3386/w30835
Tom Nicholas,1,1,10.3386/w23928
Tom Wein,1,1,10.3386/w28106
Tomas Baležentis,1,1,10.1257/aer.20221215
Tomasz Gajderowicz,1,1,10.3386/w31208
Tomiwa V. Oluwajuwon,1,1,10.21203/rs.3.rs-3235955/v1
Tommaso Ciarli,1,1,10.3386/w26752
Tong Fu,1,1,10.1257/aer.20221215
Tong Liu,1,1,10.48550/arxiv.2305.07153
Tony Hey,1,1,10.3386/w26752
Torben S. D. Johansen,1,1,10.3386/w31162
Toru Kitagawa,1,1,10.3386/w28726
Tushar Manekar,1,1,10.3386/w31137
Tyler H. McCormick,1,1,10.3386/w23929
Tâm Phan Huy,1,1,10.3386/w23928
U. Neumann,1,1,10.3386/w26775
Ufuk Akcigit,1,1,10.3386/w23928
Uma Thapa,1,1,10.3386/w31208
Umair Khalil,1,1,10.1093/ej/uead102
Umakrishnan Kollamparambil,1,1,10.3386/w23928
Umer Sahil Maqsood,1,1,10.3386/w23928
Unni Pillai,1,1,10.3386/w23928
Urvi Desai,1,1,10.3386/w26775
Uttam Golder,1,1,10.3386/w23928
Uwe Handmann,1,1,10.3386/w23928
Uyen Trang Nguyen,1,1,10.3386/w31137
Uzaib Saya,1,1,10.3386/w28726
Uzma Afzal,1,1,10.3386/w28726
V. V. Mironov,1,1,10.3386/w23928
Valentina Cafarelli,1,1,10.2139/ssrn.4154000
Valentina Karginova-Gubinova,1,1,10.3386/w32450
Valeria D. Dmitrieva,1,1,10.3386/w23928
Valeria S. Kaptsova,1,1,10.3386/w23928
Valerii Osetskyi,1,1,10.3386/w23928
Valery I. Bezrukov,1,1,10.3386/w23928
Vandana Shukla,1,1,10.3386/w30011
Vandana Vinayak,1,1,10.3386/w30835
Vanessa Mertins,1,1,10.1287/mnsc.2020.00596
Varun Dutt,1,1,10.3386/w28726
Varun Parepally,1,1,10.3386/w23928
Venkat Narayana Rao T.,1,1,10.3386/w23928
Veronica Martinez,1,1,10.1287/mnsc.2023.4846
Veronika Belikova-Gerth,1,1,10.3386/w23928
Veronika Karnowski,1,1,10.1093/ej/uead102
Vicky M. Temperton,1,1,10.21203/rs.3.rs-3235955/v1
Vicky Pryce,1,1,10.3386/w32450
Victor Chernozhukov,1,1,10.3386/w28726
Victor Jaeck,1,1,10.1016/j.ijdrr.2022.102798
Victor Mwapasa,1,1,10.3386/w28726
Victoria Oubiña,1,1,10.3386/w31208
Victoria Strokova,1,1,10.3386/w23929
Vidya Diwakar,1,1,10.3386/w28106
Vijay Mohan,1,1,10.3386/w23928
Vijender Singh,1,1,10.3386/w28106
Vilas Dhar,1,1,10.3386/w31409
Vincent Somville,1,1,10.3386/w28106
Vinícius Amorim Sobreiro,1,1,10.3386/w23928
Viral V. Acharya,1,1,10.3386/w31137
Virgilio Hermoso,1,1,10.1111/conl.13077
Vitaly Tambovtsev,1,1,10.3386/w31663
Vitor Hadad,1,1,10.3386/w28726
Vladimir Kozlov,1,1,10.2139/ssrn.4154000
Vojtěch Bartoš,1,1,10.3386/w28726
Vânia Zuin Zeidler,1,1,10.21203/rs.3.rs-3235955/v1
Víctor Giménez,1,1,10.3386/w26752
Víctor Orozco-Olvera,1,1,10.1093/ej/uead102
W. J. Wouter Botzen,1,1,10.3386/w32450
W. Kent Brown,1,1,10.21203/rs.3.rs-3235955/v1
Walter Yuan,1,1,10.3386/w23928
Wan-Jiun Paul Chiou,1,1,10.3386/w32450
Wang Hao,1,1,10.1257/aer.20221215
Wang Jin,1,1,10.1257/aer.20221215
Wang Jinnan,1,1,10.1257/aer.20221215
Wang Juan,1,1,10.3386/w23928
Wang Wen,1,1,10.1257/aer.20221215
Wang Yong-xing,1,1,10.3386/w23928
Wang-Sheng Lee,1,1,10.1093/ej/uead102
Wei Der Tsai,1,1,10.3386/w32450
Wei Dou,1,1,10.3386/w23928
Wei Huang,1,1,10.1257/aer.20221215
Wei Lin,1,1,10.3386/w23929
Wei Shen,1,1,10.3386/w23928
Wei Tang,1,1,10.3386/w31899
Wei Xiao,1,1,10.3386/w23929
Wei Xiong,1,1,10.3386/w31137
Weifen Lin,1,1,10.3386/w23928
Weihua Qu,1,1,10.1257/aer.20221215
Weiwei Fu,1,1,10.3386/w31137
Weiwei Hu,1,1,10.3386/w31137
Weixiang Xu,1,1,10.1257/aer.20221215
Weizhu Hou,1,1,10.1257/aer.20221215
Wen Jiang,1,1,10.1257/aer.20221215
Wen Lin,1,1,10.1257/aer.20221215
Wen Liu,1,1,10.3386/w31137
Wencong Lu,1,1,10.1257/aer.20221215
Wendi Xiao,1,1,10.3386/w23928
Wendy Wong,1,1,10.3386/w28726
Wenguang Zhang,1,1,10.1257/aer.20221215
Wenhao Wu,1,1,10.3386/w32450
Wenhao Yang,1,1,10.3386/w23928
Wenhua Liu,1,1,10.3386/w23929
Wenjie Luo,1,1,10.1257/aer.20221215
Wenqi Duan,1,1,10.1257/aer.20221215
Wenshi Wei,1,1,10.3386/w23928
Wentao Zhang,1,1,10.3386/w23928
Wenyuan Hua,1,1,10.1257/aer.20221215
Wesley Greenblatt,1,1,10.3386/w31409
Wesley Yin,1,1,10.2139/ssrn.4154000
Wil de Jong,1,1,10.21203/rs.3.rs-3235955/v1
William Copeland,1,1,10.3386/w28106
William F. Maloney,1,1,10.3386/w23928
William Mbanyele,1,1,10.1257/aer.20221215
William Parienté,1,1,10.3386/w28106
Wills Daniel,1,1,10.1257/pandp.20201017
Wilmer Marín,1,1,10.21203/rs.3.rs-3235955/v1
Winfried Rief,1,1,10.3386/w30011
Winnie Mughogho,1,1,10.3386/w28106
Witold Więcek,1,1,10.3386/w26775
Wolf Fïchtner,1,1,10.3386/w32450
Wolfram Schlenker,1,1,10.3386/w32450
Wonjoon Kim,1,1,10.3386/w23928
Woraphon Yamaka,1,1,10.3386/w23928
Wu Zhong,1,1,10.3386/w23928
Wyatt Brooks,1,1,10.3386/w23929
X. Liu,1,1,10.1257/aer.20221215
Xi Chen,1,1,10.1257/aer.20221215
Xi Lin,1,1,10.3386/w23928
Xi Yang,1,1,10.3386/w23928
Xia Lei,1,1,10.3386/w23928
Xianghua Wu,1,1,10.1257/aer.20221215
Xiangjing Chen,1,1,10.1257/pandp.20201017
Xiangjun Zhou,1,1,10.3386/w23928
Xiangyang Yang,1,1,10.1257/aer.20221215
Xiao Li Zhao,1,1,10.1257/aer.20221215
Xiaofeng Zhao,1,1,10.1257/aer.20221215
Xiaohu Luo,1,1,10.1257/aer.20221215
Xiaohua Wang,1,1,10.3386/w30011
Xiaohua Yang,1,1,10.3386/w23928
Xiaojun Wu,1,1,10.3386/w23928
Xiaolong Xue,1,1,10.3386/w23928
Xiaolu Zhao,1,1,10.1257/aer.20221215
Xiaomeng Zhao,1,1,10.1257/aer.20221215
Xiaomeng Zhou,1,1,10.1257/aer.20221215
Xiaoming Bai,1,1,10.3386/w23928
Xiaoping Wu HKU,1,1,10.1257/aer.20221215
Xiaosheng Qin,1,1,10.1257/aer.20221215
Xiaoxi Wang,1,1,10.3386/w32728
Xiaoxue Zhao,1,1,10.1257/aer.20221215
Xichen Lyu,1,1,10.3386/w23928
Xilang Shen,1,1,10.1257/aer.20221215
Xin Hu,1,1,10.1257/aer.20221215
Xin Li,1,1,10.1257/aer.20221215
Xin Liu,1,1,10.1257/aer.20221215
Xing Zhao,1,1,10.3386/w23928
Xinghua Wang,1,1,10.3386/w28726
Xinglin Li,1,1,10.3386/w31137
Xinxin Wang,1,1,10.3386/w23928
Xinyue Fan,1,1,10.1257/aer.20221215
Xinzheng Shi,1,1,10.1257/aer.20221215
Xiulian Chen,1,1,10.3386/w23928
Xiuwu Zhang,1,1,10.3386/w23928
Xiuying Xin,1,1,10.3386/w28726
Xiuzhen Li,1,1,10.3386/w23928
Xu Chen,1,1,10.1257/aer.20221215
Xu Zhang,1,1,10.3386/w28726
Xuan Ye,1,1,10.3386/w23928
Xudong Ren,1,1,10.1257/aer.20221215
Xue Lan,1,1,10.48550/arxiv.2305.07153
Xue Ru,1,1,10.1257/aer.20221215
Xuesen Cheng,1,1,10.48550/arxiv.2107.06476
Xueyin Song,1,1,10.3386/w23928
Xueyuan Gao,1,1,10.3386/w23928
Xunyi Jiang,1,1,10.48550/arxiv.2107.06476
Xunyong Xiang,1,1,10.1257/aer.20221215
